id,full_name,email,balance,use_prepay,created_at,github_login
652134919185249719,YngvessonNordberg,yngvesson.nordberg@example.com,24.47,False,2024-11-03T07:15:11.131054,yngvesson-nordberg
652134919185249720,ElisaStenberg,elisa.stenberg@example.com,24.3,True,2024-08-04T11:38:59.816240,elisa-stenberg
652134919185249721,ZuhirFriberg,zuhir.friberg@example.com,270.14,False,2024-06-09T00:55:07.717833,zuhir-friberg
652134919185249722,ViljaHolmlund,vilja.holmlund@example.com,0.0,True,2024-10-04T21:01:07.828151,vilja-holmlund
652134919185249723,TobhiasRosander,tobhias.rosander@example.com,0.0,True,2024-05-18T01:39:21.317803,tobhias-rosander
652134919185249724,FilippaLindvall,filippa.lindvall@example.com,247.94,True,2024-04-30T19:08:45.325532,filippa-lindvall
652134919185249725,FiaSundén,fia.sundén@example.com,208.54,True,2024-02-20T00:35:03.218952,fia-sundén
652134919185249726,SigridThomasson,sigrid.thomasson@example.com,82.9,True,2023-12-19T16:42:29.494523,sigrid-thomasson
652134919185249727,Ann-KristinWester,ann-kristin.wester@example.com,284.85,True,2024-08-31T09:06:55.720683,ann-kristin-wester
652134919185249728,KreshnikHermansson,kreshnik.hermansson@example.com,55.42,True,2024-05-16T12:04:55.883965,kreshnik-hermansson
652134919185249729,Gun-BrittPettersson,gun-britt.pettersson@example.com,69.83,True,2024-09-25T09:40:22.125168,gun-britt-pettersson
652134919185249730,MiliaBäcklund,milia.backlund@example.com,0.0,True,2024-05-28T21:01:33.685807,milia-backlund
652134919185249731,AtakanBertilsson,atakan.bertilsson@example.com,97.32,False,2024-02-18T23:06:39.920573,atakan-bertilsson
652134919185249732,DilaraGranström,dilara.granstrom@example.com,0.0,True,2024-01-26T01:47:31.667736,dilara-granstrom
652134919185249733,YaredPålsson,yared.palsson@example.com,146.37,True,2024-02-04T08:32:01.355418,yared-palsson
652134919185249734,BrittSandahl,britt.sandahl@example.com,0.0,False,2024-04-02T00:50:40.004086,britt-sandahl
652134919185249735,IngwarÅström,ingwar.astrom@example.com,0.0,True,2024-09-20T10:13:10.574847,ingwar-astrom
652134919185249736,GregoriusBergvall,gregorius.bergvall@example.com,139.15,True,2023-12-17T07:13:31.307034,gregorius-bergvall
652134919185249737,Lars-JörgenNylén,lars-jorgen.nylén@example.com,89.44,True,2024-04-10T12:51:43.102363,lars-jorgen-nylén
652134919185249738,MadelenSimonsson,madelen.simonsson@example.com,0.0,False,2024-02-09T13:14:07.246933,madelen-simonsson
652134919185249739,ElezBoström,elez.bostrom@example.com,0.0,True,2024-03-24T05:02:53.124026,elez-bostrom
652134919185249740,HodaGrahn,hoda.grahn@example.com,0.0,True,2024-02-23T19:22:53.021674,hoda-grahn
